Abbreviation,TeamName,Position,GridPosition,Points,Race,Year,Rainfall,AirTemp,TrackTemp,StandingPoints,HomeRace,QualiPosition
KVY,Toro Rosso,7.0,19.0,6.0,Belgian Grand Prix,2019,0,17.4,28.1,27.0,0,18.0
HUL,Renault,8.0,12.0,4.0,Belgian Grand Prix,2019,0,17.4,28.1,17.0,0,7.0
GAS,Toro Rosso,9.0,13.0,2.0,Belgian Grand Prix,2019,0,17.4,28.1,63.0,0,16.0
STR,Racing Point,10.0,16.0,1.0,Belgian Grand Prix,2019,0,17.4,28.1,18.0,0,13.0
NOR,McLaren,11.0,11.0,0.0,Belgian Grand Prix,2019,0,17.4,28.1,24.0,0,12.0
MAG,Haas F1 Team,12.0,8.0,0.0,Belgian Grand Prix,2019,0,17.4,28.1,18.0,0,10.0
GRO,Haas F1 Team,13.0,9.0,0.0,Belgian Grand Prix,2019,0,17.4,28.1,8.0,0,11.0
RIC,Renault,14.0,10.0,0.0,Belgian Grand Prix,2019,0,17.4,28.1,22.0,0,6.0
RUS,Williams,15.0,14.0,0.0,Belgian Grand Prix,2019,0,17.4,28.1,0.0,0,19.0
RAI,Alfa Romeo Racing,16.0,6.0,0.0,Belgian Grand Prix,2019,0,17.4,28.1,31.0,0,8.0
KUB,Williams,17.0,0.0,0.0,Belgian Grand Prix,2019,0,17.4,28.1,1.0,0,20.0
GIO,Alfa Romeo Racing,18.0,18.0,0.0,Belgian Grand Prix,2019,0,17.4,28.1,1.0,0,15.0
SAI,McLaren,19.0,15.0,0.0,Belgian Grand Prix,2019,0,17.4,28.1,58.0,0,17.0
VER,Red Bull Racing,20.0,5.0,0.0,Belgian Grand Prix,2019,0,17.4,28.1,181.0,0,5.0
LEC,Ferrari,1.0,1.0,25.0,Italian Grand Prix,2019,0,21.1,33.0,157.0,0,1.0
BOT,Mercedes,2.0,3.0,18.0,Italian Grand Prix,2019,0,21.1,33.0,203.0,0,3.0
HAM,Mercedes,3.0,2.0,16.0,Italian Grand Prix,2019,0,21.1,33.0,268.0,0,2.0
RIC,Renault,4.0,5.0,12.0,Italian Grand Prix,2019,0,21.1,33.0,22.0,0,5.0
HUL,Renault,5.0,6.0,10.0,Italian Grand Prix,2019,0,21.1,33.0,21.0,0,6.0
ALB,Red Bull Racing,6.0,8.0,8.0,Italian Grand Prix,2019,0,21.1,33.0,26.0,0,8.0
PER,Racing Point,7.0,18.0,6.0,Italian Grand Prix,2019,0,21.1,33.0,21.0,0,17.0
VER,Red Bull Racing,8.0,19.0,4.0,Italian Grand Prix,2019,0,21.1,33.0,181.0,0,20.0
GIO,Alfa Romeo Racing,9.0,10.0,2.0,Italian Grand Prix,2019,0,21.1,33.0,1.0,0,11.0
NOR,McLaren,10.0,16.0,1.0,Italian Grand Prix,2019,0,21.1,33.0,24.0,0,14.0
GAS,Toro Rosso,11.0,17.0,0.0,Italian Grand Prix,2019,0,21.1,33.0,65.0,0,15.0
STR,Racing Point,12.0,9.0,0.0,Italian Grand Prix,2019,0,21.1,33.0,19.0,0,9.0
VET,Ferrari,13.0,4.0,0.0,Italian Grand Prix,2019,0,21.1,33.0,169.0,0,4.0
RUS,Williams,14.0,14.0,0.0,Italian Grand Prix,2019,0,21.1,33.0,0.0,0,18.0
RAI,Alfa Romeo Racing,15.0,0.0,0.0,Italian Grand Prix,2019,0,21.1,33.0,31.0,0,10.0
GRO,Haas F1 Team,16.0,13.0,0.0,Italian Grand Prix,2019,0,21.1,33.0,8.0,0,16.0
KUB,Williams,17.0,15.0,0.0,Italian Grand Prix,2019,0,21.1,33.0,1.0,0,19.0
MAG,Haas F1 Team,18.0,11.0,0.0,Italian Grand Prix,2019,0,21.1,33.0,18.0,0,12.0
KVY,Toro Rosso,19.0,12.0,0.0,Italian Grand Prix,2019,0,21.1,33.0,33.0,0,13.0
SAI,McLaren,20.0,7.0,0.0,Italian Grand Prix,2019,0,21.1,33.0,58.0,0,7.0
VET,Ferrari,1.0,3.0,25.0,Singapore Grand Prix,2019,0,30.0,35.8,169.0,0,3.0
LEC,Ferrari,2.0,1.0,18.0,Singapore Grand Prix,2019,0,30.0,35.8,182.0,0,1.0
VER,Red Bull Racing,3.0,4.0,15.0,Singapore Grand Prix,2019,0,30.0,35.8,185.0,0,4.0
HAM,Mercedes,4.0,2.0,12.0,Singapore Grand Prix,2019,0,30.0,35.8,284.0,0,2.0
BOT,Mercedes,5.0,5.0,10.0,Singapore Grand Prix,2019,0,30.0,35.8,221.0,0,5.0
ALB,Red Bull Racing,6.0,6.0,8.0,Singapore Grand Prix,2019,0,30.0,35.8,34.0,0,6.0
NOR,McLaren,7.0,9.0,6.0,Singapore Grand Prix,2019,0,30.0,35.8,25.0,0,9.0
GAS,Toro Rosso,8.0,11.0,4.0,Singapore Grand Prix,2019,0,30.0,35.8,65.0,0,12.0
HUL,Renault,9.0,8.0,2.0,Singapore Grand Prix,2019,0,30.0,35.8,31.0,0,8.0
GIO,Alfa Romeo Racing,10.0,10.0,1.0,Singapore Grand Prix,2019,0,30.0,35.8,3.0,0,11.0
GRO,Haas F1 Team,11.0,17.0,0.0,Singapore Grand Prix,2019,0,30.0,35.8,8.0,0,17.0
SAI,McLaren,12.0,7.0,0.0,Singapore Grand Prix,2019,0,30.0,35.8,58.0,0,7.0
STR,Racing Point,13.0,16.0,0.0,Singapore Grand Prix,2019,0,30.0,35.8,19.0,0,16.0
RIC,Renault,14.0,20.0,0.0,Singapore Grand Prix,2019,0,30.0,35.8,34.0,0,20.0
KVY,Toro Rosso,15.0,14.0,0.0,Singapore Grand Prix,2019,0,30.0,35.8,33.0,0,15.0
KUB,Williams,16.0,19.0,0.0,Singapore Grand Prix,2019,0,30.0,35.8,1.0,0,19.0
MAG,Haas F1 Team,17.0,13.0,0.0,Singapore Grand Prix,2019,0,30.0,35.8,18.0,0,14.0
RAI,Alfa Romeo Racing,18.0,12.0,0.0,Singapore Grand Prix,2019,0,30.0,35.8,31.0,0,13.0
PER,Racing Point,19.0,15.0,0.0,Singapore Grand Prix,2019,0,30.0,35.8,27.0,0,10.0
RUS,Williams,20.0,18.0,0.0,Singapore Grand Prix,2019,0,30.0,35.8,0.0,0,18.0
HAM,Mercedes,1.0,2.0,26.0,Russian Grand Prix,2019,1,22.0,34.3,296.0,0,2.0
BOT,Mercedes,2.0,4.0,18.0,Russian Grand Prix,2019,1,22.0,34.3,231.0,0,5.0
LEC,Ferrari,3.0,1.0,15.0,Russian Grand Prix,2019,1,22.0,34.3,200.0,0,1.0
VER,Red Bull Racing,4.0,9.0,12.0,Russian Grand Prix,2019,1,22.0,34.3,200.0,0,4.0
ALB,Red Bull Racing,5.0,0.0,10.0,Russian Grand Prix,2019,1,22.0,34.3,42.0,0,19.0
SAI,McLaren,6.0,5.0,8.0,Russian Grand Prix,2019,1,22.0,34.3,58.0,0,6.0
PER,Racing Point,7.0,11.0,6.0,Russian Grand Prix,2019,1,22.0,34.3,27.0,0,12.0
NOR,McLaren,8.0,7.0,4.0,Russian Grand Prix,2019,1,22.0,34.3,31.0,0,8.0
MAG,Haas F1 Team,9.0,13.0,2.0,Russian Grand Prix,2019,1,22.0,34.3,18.0,0,14.0
HUL,Renault,10.0,6.0,1.0,Russian Grand Prix,2019,1,22.0,34.3,33.0,0,7.0
STR,Racing Point,11.0,14.0,0.0,Russian Grand Prix,2019,1,22.0,34.3,19.0,0,15.0
KVY,Toro Rosso,12.0,19.0,0.0,Russian Grand Prix,2019,1,22.0,34.3,33.0,0,20.0
RAI,Alfa Romeo Racing,13.0,15.0,0.0,Russian Grand Prix,2019,1,22.0,34.3,31.0,0,16.0
GAS,Toro Rosso,14.0,16.0,0.0,Russian Grand Prix,2019,1,22.0,34.3,69.0,0,11.0
GIO,Alfa Romeo Racing,15.0,12.0,0.0,Russian Grand Prix,2019,1,22.0,34.3,4.0,0,13.0
KUB,Williams,16.0,18.0,0.0,Russian Grand Prix,2019,1,22.0,34.3,1.0,0,18.0
RUS,Williams,17.0,17.0,0.0,Russian Grand Prix,2019,1,22.0,34.3,0.0,0,17.0
VET,Ferrari,18.0,3.0,0.0,Russian Grand Prix,2019,1,22.0,34.3,194.0,0,3.0
RIC,Renault,19.0,10.0,0.0,Russian Grand Prix,2019,1,22.0,34.3,34.0,0,10.0
GRO,Haas F1 Team,20.0,8.0,0.0,Russian Grand Prix,2019,1,22.0,34.3,8.0,0,9.0
BOT,Mercedes,1.0,3.0,25.0,Japanese Grand Prix,2019,0,21.6,32.2,249.0,0,3.0
VET,Ferrari,2.0,1.0,18.0,Japanese Grand Prix,2019,0,21.6,32.2,194.0,0,1.0
HAM,Mercedes,3.0,4.0,16.0,Japanese Grand Prix,2019,0,21.6,32.2,322.0,0,4.0
ALB,Red Bull Racing,4.0,6.0,12.0,Japanese Grand Prix,2019,0,21.6,32.2,52.0,0,6.0
SAI,McLaren,5.0,7.0,10.0,Japanese Grand Prix,2019,0,21.6,32.2,66.0,0,7.0
LEC,Ferrari,6.0,2.0,8.0,Japanese Grand Prix,2019,0,21.6,32.2,215.0,0,2.0
GAS,Toro Rosso,7.0,9.0,6.0,Japanese Grand Prix,2019,0,21.6,32.2,69.0,0,9.0
PER,Racing Point,8.0,17.0,4.0,Japanese Grand Prix,2019,0,21.6,32.2,33.0,0,17.0
STR,Racing Point,9.0,12.0,2.0,Japanese Grand Prix,2019,0,21.6,32.2,19.0,0,12.0
KVY,Toro Rosso,10.0,14.0,1.0,Japanese Grand Prix,2019,0,21.6,32.2,33.0,0,14.0
NOR,McLaren,11.0,8.0,0.0,Japanese Grand Prix,2019,0,21.6,32.2,35.0,0,8.0
RAI,Alfa Romeo Racing,12.0,13.0,0.0,Japanese Grand Prix,2019,0,21.6,32.2,31.0,0,13.0
GRO,Haas F1 Team,13.0,10.0,0.0,Japanese Grand Prix,2019,0,21.6,32.2,8.0,0,10.0
GIO,Alfa Romeo Racing,14.0,11.0,0.0,Japanese Grand Prix,2019,0,21.6,32.2,4.0,0,11.0
MAG,Haas F1 Team,15.0,19.0,0.0,Japanese Grand Prix,2019,0,21.6,32.2,20.0,0,19.0
RUS,Williams,16.0,18.0,0.0,Japanese Grand Prix,2019,0,21.6,32.2,0.0,0,18.0
KUB,Williams,17.0,0.0,0.0,Japanese Grand Prix,2019,0,21.6,32.2,1.0,0,20.0
VER,Red Bull Racing,18.0,5.0,0.0,Japanese Grand Prix,2019,0,21.6,32.2,212.0,0,5.0
RIC,Renault,19.0,16.0,0.0,Japanese Grand Prix,2019,0,21.6,32.2,34.0,0,16.0
HUL,Renault,20.0,15.0,0.0,Japanese Grand Prix,2019,0,21.6,32.2,34.0,0,15.0
HAM,Mercedes,1.0,3.0,25.0,Mexican Grand Prix,2019,0,23.2,41.6,338.0,0,4.0
VET,Ferrari,2.0,2.0,18.0,Mexican Grand Prix,2019,0,23.2,41.6,212.0,0,3.0
BOT,Mercedes,3.0,6.0,15.0,Mexican Grand Prix,2019,0,23.2,41.6,274.0,0,6.0
LEC,Ferrari,4.0,1.0,13.0,Mexican Grand Prix,2019,0,23.2,41.6,223.0,0,2.0
ALB,Red Bull Racing,5.0,5.0,10.0,Mexican Grand Prix,2019,0,23.2,41.6,64.0,0,5.0
VER,Red Bull Racing,6.0,4.0,8.0,Mexican Grand Prix,2019,0,23.2,41.6,212.0,0,1.0
PER,Racing Point,7.0,11.0,6.0,Mexican Grand Prix,2019,0,23.2,41.6,37.0,0,11.0
RIC,Renault,8.0,13.0,4.0,Mexican Grand Prix,2019,0,23.2,41.6,34.0,0,13.0
GAS,Toro Rosso,9.0,10.0,2.0,Mexican Grand Prix,2019,0,23.2,41.6,75.0,0,10.0
HUL,Renault,10.0,12.0,1.0,Mexican Grand Prix,2019,0,23.2,41.6,34.0,0,12.0
KVY,Toro Rosso,11.0,9.0,0.0,Mexican Grand Prix,2019,0,23.2,41.6,34.0,0,9.0
STR,Racing Point,12.0,16.0,0.0,Mexican Grand Prix,2019,0,23.2,41.6,21.0,0,16.0
SAI,McLaren,13.0,7.0,0.0,Mexican Grand Prix,2019,0,23.2,41.6,76.0,0,7.0
GIO,Alfa Romeo Racing,14.0,15.0,0.0,Mexican Grand Prix,2019,0,23.2,41.6,4.0,0,15.0
MAG,Haas F1 Team,15.0,17.0,0.0,Mexican Grand Prix,2019,0,23.2,41.6,20.0,0,17.0
RUS,Williams,16.0,19.0,0.0,Mexican Grand Prix,2019,0,23.2,41.6,0.0,0,19.0
GRO,Haas F1 Team,17.0,18.0,0.0,Mexican Grand Prix,2019,0,23.2,41.6,8.0,0,18.0
KUB,Williams,18.0,20.0,0.0,Mexican Grand Prix,2019,0,23.2,41.6,1.0,0,20.0
RAI,Alfa Romeo Racing,19.0,14.0,0.0,Mexican Grand Prix,2019,0,23.2,41.6,31.0,0,14.0
NOR,McLaren,20.0,8.0,0.0,Mexican Grand Prix,2019,0,23.2,41.6,35.0,0,8.0
BOT,Mercedes,1.0,1.0,25.0,United States Grand Prix,2019,0,21.5,29.1,289.0,0,1.0
HAM,Mercedes,2.0,5.0,18.0,United States Grand Prix,2019,0,21.5,29.1,363.0,0,5.0
VER,Red Bull Racing,3.0,3.0,15.0,United States Grand Prix,2019,0,21.5,29.1,220.0,0,3.0
LEC,Ferrari,4.0,4.0,13.0,United States Grand Prix,2019,0,21.5,29.1,236.0,0,4.0
ALB,Red Bull Racing,5.0,6.0,10.0,United States Grand Prix,2019,0,21.5,29.1,74.0,0,6.0
RIC,Renault,6.0,9.0,8.0,United States Grand Prix,2019,0,21.5,29.1,38.0,0,9.0
NOR,McLaren,7.0,8.0,6.0,United States Grand Prix,2019,0,21.5,29.1,35.0,0,8.0
SAI,McLaren,8.0,7.0,4.0,United States Grand Prix,2019,0,21.5,29.1,76.0,0,7.0
HUL,Renault,9.0,11.0,2.0,United States Grand Prix,2019,0,21.5,29.1,35.0,0,11.0
PER,Racing Point,10.0,0.0,1.0,United States Grand Prix,2019,0,21.5,29.1,43.0,0,19.0
RAI,Alfa Romeo Racing,11.0,17.0,0.0,United States Grand Prix,2019,0,21.5,29.1,31.0,0,17.0
KVY,Toro Rosso,12.0,13.0,0.0,United States Grand Prix,2019,0,21.5,29.1,34.0,0,13.0
STR,Racing Point,13.0,14.0,0.0,United States Grand Prix,2019,0,21.5,29.1,21.0,0,14.0
GIO,Alfa Romeo Racing,14.0,16.0,0.0,United States Grand Prix,2019,0,21.5,29.1,4.0,0,16.0
GRO,Haas F1 Team,15.0,15.0,0.0,United States Grand Prix,2019,0,21.5,29.1,8.0,0,15.0
GAS,Toro Rosso,16.0,10.0,0.0,United States Grand Prix,2019,0,21.5,29.1,77.0,0,10.0
RUS,Williams,17.0,18.0,0.0,United States Grand Prix,2019,0,21.5,29.1,0.0,0,18.0
MAG,Haas F1 Team,18.0,12.0,0.0,United States Grand Prix,2019,0,21.5,29.1,20.0,0,12.0
KUB,Williams,19.0,19.0,0.0,United States Grand Prix,2019,0,21.5,29.1,1.0,0,20.0
VET,Ferrari,20.0,2.0,0.0,United States Grand Prix,2019,0,21.5,29.1,230.0,0,2.0
VER,Red Bull Racing,1.0,1.0,25.0,Brazilian Grand Prix,2019,0,21.0,46.5,235.0,0,1.0
GAS,Toro Rosso,2.0,6.0,18.0,Brazilian Grand Prix,2019,0,21.0,46.5,77.0,0,7.0
SAI,McLaren,3.0,20.0,15.0,Brazilian Grand Prix,2019,0,21.0,46.5,80.0,0,20.0
RAI,Alfa Romeo Racing,4.0,8.0,12.0,Brazilian Grand Prix,2019,0,21.0,46.5,31.0,0,9.0
GIO,Alfa Romeo Racing,5.0,12.0,10.0,Brazilian Grand Prix,2019,0,21.0,46.5,4.0,0,13.0
RIC,Renault,6.0,11.0,8.0,Brazilian Grand Prix,2019,0,21.0,46.5,46.0,0,12.0
HAM,Mercedes,7.0,3.0,6.0,Brazilian Grand Prix,2019,0,21.0,46.5,381.0,0,3.0
NOR,McLaren,8.0,10.0,4.0,Brazilian Grand Prix,2019,0,21.0,46.5,41.0,0,11.0
PER,Racing Point,9.0,15.0,2.0,Brazilian Grand Prix,2019,0,21.0,46.5,44.0,0,15.0
KVY,Toro Rosso,10.0,16.0,1.0,Brazilian Grand Prix,2019,0,21.0,46.5,34.0,0,16.0
MAG,Haas F1 Team,11.0,9.0,0.0,Brazilian Grand Prix,2019,0,21.0,46.5,20.0,0,10.0
RUS,Williams,12.0,18.0,0.0,Brazilian Grand Prix,2019,0,21.0,46.5,0.0,0,18.0
GRO,Haas F1 Team,13.0,7.0,0.0,Brazilian Grand Prix,2019,0,21.0,46.5,8.0,0,8.0
ALB,Red Bull Racing,14.0,5.0,0.0,Brazilian Grand Prix,2019,0,21.0,46.5,84.0,0,6.0
HUL,Renault,15.0,13.0,0.0,Brazilian Grand Prix,2019,0,21.0,46.5,37.0,0,14.0
KUB,Williams,16.0,19.0,0.0,Brazilian Grand Prix,2019,0,21.0,46.5,1.0,0,19.0
VET,Ferrari,17.0,2.0,0.0,Brazilian Grand Prix,2019,0,21.0,46.5,230.0,0,2.0
LEC,Ferrari,18.0,14.0,0.0,Brazilian Grand Prix,2019,0,21.0,46.5,249.0,0,4.0
STR,Racing Point,19.0,17.0,0.0,Brazilian Grand Prix,2019,0,21.0,46.5,21.0,0,17.0
BOT,Mercedes,20.0,4.0,0.0,Brazilian Grand Prix,2019,0,21.0,46.5,314.0,0,5.0
HAM,Mercedes,1.0,1.0,26.0,Abu Dhabi Grand Prix,2019,0,26.0,29.6,387.0,0,1.0
VER,Red Bull Racing,2.0,2.0,18.0,Abu Dhabi Grand Prix,2019,0,26.0,29.6,260.0,0,3.0
LEC,Ferrari,3.0,3.0,15.0,Abu Dhabi Grand Prix,2019,0,26.0,29.6,249.0,0,4.0
BOT,Mercedes,4.0,20.0,12.0,Abu Dhabi Grand Prix,2019,0,26.0,29.6,314.0,0,2.0
VET,Ferrari,5.0,4.0,10.0,Abu Dhabi Grand Prix,2019,0,26.0,29.6,230.0,0,5.0
ALB,Red Bull Racing,6.0,5.0,8.0,Abu Dhabi Grand Prix,2019,0,26.0,29.6,84.0,0,6.0
PER,Racing Point,7.0,10.0,6.0,Abu Dhabi Grand Prix,2019,0,26.0,29.6,46.0,0,11.0
NOR,McLaren,8.0,6.0,4.0,Abu Dhabi Grand Prix,2019,0,26.0,29.6,45.0,0,7.0
KVY,Toro Rosso,9.0,13.0,2.0,Abu Dhabi Grand Prix,2019,0,26.0,29.6,35.0,0,14.0
SAI,McLaren,10.0,8.0,1.0,Abu Dhabi Grand Prix,2019,0,26.0,29.6,95.0,0,9.0
RIC,Renault,11.0,7.0,0.0,Abu Dhabi Grand Prix,2019,0,26.0,29.6,54.0,0,8.0
HUL,Renault,12.0,9.0,0.0,Abu Dhabi Grand Prix,2019,0,26.0,29.6,37.0,0,10.0
RAI,Alfa Romeo Racing,13.0,17.0,0.0,Abu Dhabi Grand Prix,2019,0,26.0,29.6,43.0,0,18.0
MAG,Haas F1 Team,14.0,14.0,0.0,Abu Dhabi Grand Prix,2019,0,26.0,29.6,20.0,0,15.0
GRO,Haas F1 Team,15.0,15.0,0.0,Abu Dhabi Grand Prix,2019,0,26.0,29.6,8.0,0,16.0
GIO,Alfa Romeo Racing,16.0,16.0,0.0,Abu Dhabi Grand Prix,2019,0,26.0,29.6,14.0,0,17.0
RUS,Williams,17.0,18.0,0.0,Abu Dhabi Grand Prix,2019,0,26.0,29.6,0.0,0,19.0
GAS,Toro Rosso,18.0,11.0,0.0,Abu Dhabi Grand Prix,2019,0,26.0,29.6,95.0,0,12.0
KUB,Williams,19.0,19.0,0.0,Abu Dhabi Grand Prix,2019,0,26.0,29.6,1.0,0,20.0
STR,Racing Point,20.0,12.0,0.0,Abu Dhabi Grand Prix,2019,0,26.0,29.6,21.0,0,13.0
BOT,Mercedes,1.0,1.0,25.0,Austrian Grand Prix,2020,0,28.7,52.0,0.0,0,1.0
LEC,Ferrari,2.0,7.0,18.0,Austrian Grand Prix,2020,0,28.7,52.0,0.0,0,7.0
NOR,McLaren,3.0,3.0,16.0,Austrian Grand Prix,2020,0,28.7,52.0,0.0,0,4.0
HAM,Mercedes,4.0,5.0,12.0,Austrian Grand Prix,2020,0,28.7,52.0,0.0,0,2.0
SAI,McLaren,5.0,8.0,10.0,Austrian Grand Prix,2020,0,28.7,52.0,0.0,0,8.0
PER,Racing Point,6.0,6.0,8.0,Austrian Grand Prix,2020,0,28.7,52.0,0.0,0,6.0
GAS,AlphaTauri,7.0,12.0,6.0,Austrian Grand Prix,2020,0,28.7,52.0,0.0,0,12.0
OCO,Renault,8.0,14.0,4.0,Austrian Grand Prix,2020,0,28.7,52.0,0.0,0,14.0
GIO,Alfa Romeo Racing,9.0,18.0,2.0,Austrian Grand Prix,2020,0,28.7,52.0,0.0,0,18.0
VET,Ferrari,10.0,11.0,1.0,Austrian Grand Prix,2020,0,28.7,52.0,0.0,0,11.0
LAT,Williams,11.0,20.0,0.0,Austrian Grand Prix,2020,0,28.7,52.0,0.0,0,20.0
KVY,AlphaTauri,12.0,13.0,0.0,Austrian Grand Prix,2020,0,28.7,52.0,0.0,0,13.0
ALB,Red Bull Racing,13.0,4.0,0.0,Austrian Grand Prix,2020,0,28.7,52.0,0.0,0,5.0
RAI,Alfa Romeo Racing,14.0,19.0,0.0,Austrian Grand Prix,2020,0,28.7,52.0,0.0,0,19.0
RUS,Williams,15.0,17.0,0.0,Austrian Grand Prix,2020,0,28.7,52.0,0.0,0,17.0
GRO,Haas F1 Team,16.0,15.0,0.0,Austrian Grand Prix,2020,0,28.7,52.0,0.0,0,15.0
MAG,Haas F1 Team,17.0,16.0,0.0,Austrian Grand Prix,2020,0,28.7,52.0,0.0,0,16.0
STR,Racing Point,18.0,9.0,0.0,Austrian Grand Prix,2020,0,28.7,52.0,0.0,0,9.0
RIC,Renault,19.0,10.0,0.0,Austrian Grand Prix,2020,0,28.7,52.0,0.0,0,10.0
VER,Red Bull Racing,20.0,2.0,0.0,Austrian Grand Prix,2020,0,28.7,52.0,0.0,0,3.0
HAM,Mercedes,1.0,1.0,25.0,Styrian Grand Prix,2020,1,20.8,39.9,12.0,0,1.0
BOT,Mercedes,2.0,4.0,18.0,Styrian Grand Prix,2020,1,20.8,39.9,25.0,0,4.0
VER,Red Bull Racing,3.0,2.0,15.0,Styrian Grand Prix,2020,1,20.8,39.9,0.0,0,2.0
ALB,Red Bull Racing,4.0,6.0,12.0,Styrian Grand Prix,2020,1,20.8,39.9,0.0,0,7.0
NOR,McLaren,5.0,9.0,10.0,Styrian Grand Prix,2020,1,20.8,39.9,16.0,0,6.0
PER,Racing Point,6.0,17.0,8.0,Styrian Grand Prix,2020,1,20.8,39.9,8.0,0,17.0
STR,Racing Point,7.0,12.0,6.0,Styrian Grand Prix,2020,1,20.8,39.9,0.0,0,13.0
RIC,Renault,8.0,8.0,4.0,Styrian Grand Prix,2020,1,20.8,39.9,0.0,0,9.0
SAI,McLaren,9.0,3.0,3.0,Styrian Grand Prix,2020,1,20.8,39.9,10.0,0,3.0
KVY,AlphaTauri,10.0,13.0,1.0,Styrian Grand Prix,2020,1,20.8,39.9,0.0,0,14.0
RAI,Alfa Romeo Racing,11.0,16.0,0.0,Styrian Grand Prix,2020,1,20.8,39.9,0.0,0,16.0
MAG,Haas F1 Team,12.0,15.0,0.0,Styrian Grand Prix,2020,1,20.8,39.9,0.0,0,15.0
GRO,Haas F1 Team,13.0,0.0,0.0,Styrian Grand Prix,2020,1,20.8,39.9,0.0,0,20.0
GIO,Alfa Romeo Racing,14.0,19.0,0.0,Styrian Grand Prix,2020,1,20.8,39.9,2.0,0,19.0
GAS,AlphaTauri,15.0,7.0,0.0,Styrian Grand Prix,2020,1,20.8,39.9,6.0,0,8.0
RUS,Williams,16.0,11.0,0.0,Styrian Grand Prix,2020,1,20.8,39.9,0.0,0,12.0
LAT,Williams,17.0,18.0,0.0,Styrian Grand Prix,2020,1,20.8,39.9,0.0,0,18.0
OCO,Renault,18.0,5.0,0.0,Styrian Grand Prix,2020,1,20.8,39.9,4.0,0,5.0
LEC,Ferrari,19.0,14.0,0.0,Styrian Grand Prix,2020,1,20.8,39.9,18.0,0,11.0
VET,Ferrari,20.0,10.0,0.0,Styrian Grand Prix,2020,1,20.8,39.9,1.0,0,10.0
HAM,Mercedes,1.0,1.0,26.0,Hungarian Grand Prix,2020,1,20.7,27.1,37.0,0,1.0
VER,Red Bull Racing,2.0,7.0,18.0,Hungarian Grand Prix,2020,1,20.7,27.1,15.0,0,7.0
BOT,Mercedes,3.0,2.0,15.0,Hungarian Grand Prix,2020,1,20.7,27.1,43.0,0,2.0
STR,Racing Point,4.0,3.0,12.0,Hungarian Grand Prix,2020,1,20.7,27.1,6.0,0,3.0
ALB,Red Bull Racing,5.0,13.0,10.0,Hungarian Grand Prix,2020,1,20.7,27.1,12.0,0,13.0
VET,Ferrari,6.0,5.0,8.0,Hungarian Grand Prix,2020,1,20.7,27.1,1.0,0,5.0
PER,Racing Point,7.0,4.0,6.0,Hungarian Grand Prix,2020,1,20.7,27.1,16.0,0,4.0
RIC,Renault,8.0,11.0,4.0,Hungarian Grand Prix,2020,1,20.7,27.1,4.0,0,11.0
SAI,McLaren,9.0,9.0,2.0,Hungarian Grand Prix,2020,1,20.7,27.1,13.0,0,9.0
MAG,Haas F1 Team,10.0,0.0,1.0,Hungarian Grand Prix,2020,1,20.7,27.1,0.0,0,16.0
LEC,Ferrari,11.0,6.0,0.0,Hungarian Grand Prix,2020,1,20.7,27.1,18.0,0,6.0
KVY,AlphaTauri,12.0,17.0,0.0,Hungarian Grand Prix,2020,1,20.7,27.1,1.0,0,17.0
NOR,McLaren,13.0,8.0,0.0,Hungarian Grand Prix,2020,1,20.7,27.1,26.0,0,8.0
OCO,Renault,14.0,14.0,0.0,Hungarian Grand Prix,2020,1,20.7,27.1,4.0,0,14.0
RAI,Alfa Romeo Racing,15.0,20.0,0.0,Hungarian Grand Prix,2020,1,20.7,27.1,0.0,0,20.0
GRO,Haas F1 Team,16.0,0.0,0.0,Hungarian Grand Prix,2020,1,20.7,27.1,0.0,0,18.0
GIO,Alfa Romeo Racing,17.0,19.0,0.0,Hungarian Grand Prix,2020,1,20.7,27.1,2.0,0,19.0
RUS,Williams,18.0,12.0,0.0,Hungarian Grand Prix,2020,1,20.7,27.1,0.0,0,12.0
LAT,Williams,19.0,15.0,0.0,Hungarian Grand Prix,2020,1,20.7,27.1,0.0,0,15.0
GAS,AlphaTauri,20.0,10.0,0.0,Hungarian Grand Prix,2020,1,20.7,27.1,6.0,0,10.0
HAM,Mercedes,1.0,1.0,25.0,British Grand Prix,2020,0,21.3,40.6,63.0,1,1.0
VER,Red Bull Racing,2.0,3.0,19.0,British Grand Prix,2020,0,21.3,40.6,33.0,0,3.0
LEC,Ferrari,3.0,4.0,15.0,British Grand Prix,2020,0,21.3,40.6,18.0,0,4.0
RIC,Renault,4.0,8.0,12.0,British Grand Prix,2020,0,21.3,40.6,8.0,0,8.0
NOR,McLaren,5.0,5.0,10.0,British Grand Prix,2020,0,21.3,40.6,26.0,1,5.0
OCO,Renault,6.0,9.0,8.0,British Grand Prix,2020,0,21.3,40.6,4.0,0,9.0
GAS,AlphaTauri,7.0,11.0,6.0,British Grand Prix,2020,0,21.3,40.6,6.0,0,11.0
ALB,Red Bull Racing,8.0,12.0,4.0,British Grand Prix,2020,0,21.3,40.6,22.0,0,12.0
STR,Racing Point,9.0,6.0,2.0,British Grand Prix,2020,0,21.3,40.6,18.0,0,6.0
VET,Ferrari,10.0,10.0,1.0,British Grand Prix,2020,0,21.3,40.6,9.0,0,10.0
BOT,Mercedes,11.0,2.0,0.0,British Grand Prix,2020,0,21.3,40.6,58.0,0,2.0
